ticket_id,created_at,customer_id,department,city_x,state_x,device_type,os,browser,network_type,historical_tickets,sla_hours,resolution_time_hours,title,description,image_path,image_width,image_height,priority,status,assigned_team,has_attachment,sentiment_score,num_words,num_images_x,latitude,longitude,company,segment,employees,city_y,state_y,contract_type,customer_since,vip,monthly_revenue,num_events,last_event_date,event_types,num_abertura,num_updates,num_encerramento,num_images_y,target_category
79,2025-01-01T22:23:00,8642,TI,Santos,PR,Desktop,Linux,Chrome,WiFi,18,24,54,A conexão de rede está não funciona e tela preta.,A conexão de rede está não funciona e tela preta.,images/network.png,500,342,Média,Em andamento,Infra,0,0.526,6,3,-22.943933,-48.47853,,,,,,,,,,0,,,0,0,0,,Rede
80,2025-01-01T22:40:00,2475,RH,Belo Horizonte,PR,Desktop,Linux,Edge,WiFi,3,12,64,O acesso ao sistema de folha está bloqueado por superaquece.,O acesso ao sistema de folha está bloqueado por superaquece.,images/access_denied.png,612,408,Baixa,Fechado,N1,0,-0.138,5,2,-25.870162,-45.537818,,,,,,,,,,0,,,0,0,0,,Acesso
81,2025-01-01T22:57:00,1838,Operações,Santos,RS,Notebook,Windows,Safari,5G,35,12,16,Problema de hardware: o SSD falha inesperadamente.,Problema de hardware: o SSD falha inesperadamente.,images/hard_drive.png,500,334,Crítica,Em andamento,Infra,1,0.116,6,2,-25.57088,-51.129327,,,,,,,,,,0,,,0,0,0,,Hardware
82,2025-01-01T23:14:00,1742,TI,Campinas,BA,Notebook,iOS,Safari,Cabo,38,48,18,Falha no sistema financeiro: congela ao imprimir.,Falha no sistema financeiro: congela ao imprimir.,images/finance_report.png,738,414,Baixa,Aberto,Aplicações,1,0.187,5,3,-26.074736,-50.132073,,,,,,,,,,0,,,0,0,0,,Financeiro
83,2025-01-01T23:31:00,2795,RH,Belo Horizonte,MG,Mobile,Windows,Safari,4G,37,48,30,"Rede instável, congela ao acessar internet.","Rede instável, congela ao acessar internet.",images/network.png,500,342,Alta,Aberto,Aplicações,0,0.643,7,1,-33.455881,-43.712769,,,,,,,,,,0,,,0,0,0,,Rede
84,2025-01-01T23:48:00,8225,Financeiro,Curitiba,RJ,Notebook,Linux,Safari,5G,3,8,67,Erro de memória no Email durante a fazer login.,Erro de memória no Email durante a fazer login.,images/email.png,500,333,Baixa,Fechado,Aplicações,1,-0.372,6,1,-28.789668,-47.822042,,,,,,,,,,0,,,0,0,0,,Software
85,2025-01-02T00:05:00,8932,Operações,Campinas,MG,Mobile,Android,Firefox,4G,18,8,63,Erro no sistema de RH: superaquece ao imprimir.,Erro no sistema de RH: superaquece ao imprimir.,images/default_hr.png,612,408,Alta,Em andamento,Infra,1,-0.756,6,3,-24.036211,-49.194129,,,,,,,,,,0,,,0,0,0,,RH
86,2025-01-02T00:22:00,1689,Financeiro,São Paulo,MG,Notebook,Android,Safari,Cabo,12,48,35,Erro de permissão no Sistema de Notas Fiscais durante a expo...,Erro de permissão no Sistema de Notas Fiscais durante a exportar dados.,images/access_denied.png,612,408,Alta,Aberto,N2,0,-0.898,6,1,-26.846404,-52.580338,,,,,,,,,,0,,,0,0,0,,Software
87,2025-01-02T00:39:00,2647,Operações,São Paulo,RS,Desktop,iOS,Safari,5G,12,12,42,"Rede instável, congela ao acessar aplicação web.","Rede instável, congela ao acessar aplicação web.",images/network.png,500,342,Crítica,Aberto,N2,0,0.826,5,1,-29.245054,-44.807712,,,,,,,,,,0,,,0,0,0,,Rede
88,2025-01-02T00:56:00,4052,Financeiro,São Paulo,SP,Notebook,Windows,Edge,4G,29,48,68,O acesso ao portal do funcionário está bloqueado por reinici...,O acesso ao portal do funcionário está bloqueado por reinicia sozinho.,images/access_denied.png,612,408,Crítica,Fechado,Aplicações,1,-0.614,7,0,-30.195543,-45.86192,,,,,,,,,,0,,,0,0,0,,Acesso
89,2025-01-02T01:13:00,1230,Financeiro,Santos,RS,Mobile,Linux,Firefox,5G,27,48,42,O sistema de RH apresenta tela preta durante enviar email.,O sistema de RH apresenta tela preta durante enviar email.,images/email.png,500,333,Média,Fechado,N1,0,0.963,5,3,-30.272742,-50.644334,,,,,,,,,,0,,,0,0,0,,RH
90,2025-01-02T01:30:00,8319,Financeiro,Santos,MG,Mobile,Windows,Edge,4G,15,4,16,Falha de autenticação ao tentar fazer login.,Falha de autenticação ao tentar fazer login.,images/login.png,500,333,Média,Aberto,Aplicações,1,0.381,5,2,-29.793771,-50.913593,,,,,,,,,,0,,,0,0,0,,Acesso
91,2025-01-02T01:47:00,8454,Financeiro,Curitiba,BA,Mobile,iOS,Firefox,Cabo,38,4,68,O usuário não consegue executar consulta devido a superaquec...,O usuário não consegue executar consulta devido a superaquece.,images/finance_report.png,738,414,Média,Aberto,N1,0,0.658,6,1,-27.557552,-51.616461,,,,,,,,,,0,,,0,0,0,,Acesso
92,2025-01-02T02:04:00,2904,Operações,Belo Horizonte,PR,Desktop,iOS,Chrome,5G,8,48,54,O módulo financeiro congela ao executar consulta.,O módulo financeiro congela ao executar consulta.,images/finance_report.png,738,414,Crítica,Fechado,Aplicações,1,0.447,6,3,-31.026416,-53.070147,,,,,,,,,,0,,,0,0,0,,Financeiro
93,2025-01-02T02:21:00,1742,RH,Santos,BA,Desktop,Windows,Chrome,5G,2,12,53,Erro no ERP durante salvar arquivo.,Erro no ERP durante salvar arquivo.,images/sap_erp.png,612,344,Baixa,Fechado,Aplicações,1,0.986,3,3,-28.910945,-44.020561,,,,,,,,,,0,,,0,0,0,,Financeiro
94,2025-01-02T02:38:00,9835,Operações,Santos,SP,Desktop,iOS,Firefox,Cabo,0,4,39,Problema de login: desliga ao imprimir.,Problema de login: desliga ao imprimir.,images/login.png,500,333,Baixa,Fechado,Aplicações,0,-0.505,5,2,-32.109177,-51.234044,,,,,,,,,,0,,,0,0,0,,Acesso
95,2025-01-02T02:55:00,1256,Operações,Campinas,SP,Desktop,Windows,Safari,WiFi,15,4,52,Problema de hardware: o placa de vídeo reinicia sozinho ines...,Problema de hardware: o placa de vídeo reinicia sozinho inesperadamente.,images/motherboard.png,612,408,Crítica,Fechado,N2,0,-0.72,6,2,-31.247639,-44.027669,,,,,,,,,,0,,,0,0,0,,Hardware
96,2025-01-02T03:12:00,4881,Financeiro,Campinas,BA,Mobile,Linux,Safari,4G,17,4,72,O módulo financeiro apresenta erro ao gerar relatório.,O módulo financeiro apresenta erro ao gerar relatório.,images/finance_report.png,738,414,Alta,Fechado,Aplicações,0,0.945,6,3,-25.23473,-49.944529,,,,,,,,,,0,,,0,0,0,,Financeiro
97,2025-01-02T03:29:00,5913,RH,Campinas,RS,Notebook,Linux,Firefox,4G,9,24,8,Falha de autenticação ao tentar fazer login.,Falha de autenticação ao tentar fazer login.,images/login.png,500,333,Média,Fechado,N2,1,-0.514,5,1,-30.200133,-52.317203,,,,,,,,,,0,,,0,0,0,,Acesso
98,2025-01-02T03:46:00,9775,Operações,São Paulo,MG,Notebook,Windows,Chrome,Cabo,37,48,28,"Rede instável, desliga ao acessar internet.","Rede instável, desliga ao acessar internet.",images/network.png,500,342,Baixa,Em andamento,Infra,0,-0.576,4,1,-23.313355,-51.93857,,,,,,,,,,0,,,0,0,0,,Rede
99,2025-01-02T04:03:00,7498,Operações,Belo Horizonte,MG,Notebook,iOS,Safari,4G,19,12,47,Erro de sintaxe no Sistema de RH durante a abrir documento.,Erro de sintaxe no Sistema de RH durante a abrir documento.,images/default_software.png,612,344,Média,Aberto,Aplicações,1,0.829,4,2,-30.38915,-52.647417,,,,,,,,,,0,,,0,0,0,,Software
100,2025-01-02T04:20:00,1265,Financeiro,Belo Horizonte,RS,Mobile,iOS,Edge,Cabo,12,12,30,O portal do funcionário apresenta mensagem de erro durante a...,O portal do funcionário apresenta mensagem de erro durante abrir documento.,images/hr_portal.png,323,619,Média,Em andamento,Infra,1,0.527,3,3,-23.26506,-46.747225,,,,,,,,,,0,,,0,0,0,,RH
101,2025-01-02T04:37:00,6770,Operações,Campinas,BA,Mobile,iOS,Firefox,WiFi,33,4,10,O usuário não consegue abrir documento devido a falha.,O usuário não consegue abrir documento devido a falha.,images/default_access.png,191,165,Média,Em andamento,N2,0,-0.864,4,1,-33.700358,-48.093244,,,,,,,,,,0,,,0,0,0,,Acesso
102,2025-01-02T04:54:00,8993,TI,São Paulo,RS,Mobile,iOS,Chrome,WiFi,33,12,69,O usuário relatou que o memória apresenta erro durante o imp...,O usuário relatou que o memória apresenta erro durante o impressão.,images/default_hardware.png,612,407,Crítica,Fechado,Aplicações,0,-0.786,6,0,-28.084199,-50.714409,,,,,,,,,,0,,,0,0,0,,Hardware
103,2025-01-02T05:11:00,7502,TI,Santos,PR,Notebook,Linux,Firefox,4G,5,4,12,Falha de rede: sem resposta ao tentar abrir documento.,Falha de rede: sem resposta ao tentar abrir documento.,images/network.png,500,342,Alta,Em andamento,Aplicações,0,0.273,5,1,-32.898721,-44.731235,,,,,,,,,,0,,,0,0,0,,Rede
104,2025-01-02T05:28:00,9653,TI,Campinas,RJ,Mobile,iOS,Edge,WiFi,4,12,70,O módulo financeiro congela ao enviar email.,O módulo financeiro congela ao enviar email.,images/email.png,500,333,Baixa,Em andamento,N1,0,0.174,6,3,-23.675263,-50.137159,,,,,,,,,,0,,,0,0,0,,Financeiro
105,2025-01-02T05:45:00,9856,Financeiro,Curitiba,BA,Desktop,Windows,Edge,WiFi,6,24,30,O ERP exibe perda de dados ao gerar relatório.,O ERP exibe perda de dados ao gerar relatório.,images/sap_erp.png,612,344,Crítica,Fechado,Aplicações,1,-0.941,3,2,-25.259325,-48.639553,,,,,,,,,,0,,,0,0,0,,Financeiro
106,2025-01-02T06:02:00,8075,Operações,Belo Horizonte,BA,Notebook,Windows,Edge,Cabo,4,4,35,Problema de conectividade: fica lento durante salvar arquivo...,Problema de conectividade: fica lento durante salvar arquivo.,images/default_network.png,500,333,Crítica,Fechado,N2,1,-0.367,3,0,-32.802427,-43.764694,,,,,,,,,,0,,,0,0,0,,Rede
107,2025-01-02T06:19:00,2674,Operações,São Paulo,RJ,Notebook,iOS,Safari,WiFi,1,4,46,A conexão de rede está desliga e perda de dados.,A conexão de rede está desliga e perda de dados.,images/network.png,500,342,Alta,Em andamento,N1,1,-0.172,4,0,-25.899202,-47.560588,,,,,,,,,,0,,,0,0,0,,Rede
108,2025-01-02T06:36:00,7237,Operações,Campinas,MG,Notebook,Android,Safari,Cabo,4,8,56,O módulo financeiro reinicia sozinho ao enviar email.,O módulo financeiro reinicia sozinho ao enviar email.,images/email.png,500,333,Média,Em andamento,Aplicações,0,-0.278,3,1,-25.942196,-48.191556,,,,,,,,,,0,,,0,0,0,,Financeiro
109,2025-01-02T06:53:00,3219,Financeiro,São Paulo,PR,Notebook,iOS,Edge,5G,21,24,18,O usuário não consegue gerar relatório devido a superaquece.,O usuário não consegue gerar relatório devido a superaquece.,images/finance_report.png,738,414,Baixa,Fechado,N2,1,-0.372,3,3,-23.240895,-50.214663,,,,,,,,,,0,,,0,0,0,,Acesso
110,2025-01-02T07:10:00,6339,RH,Santos,PR,Notebook,Windows,Firefox,Cabo,35,4,60,Relatório financeiro não não funciona corretamente.,Relatório financeiro não não funciona corretamente.,images/finance_report.png,738,414,Média,Em andamento,N1,1,0.346,4,1,-26.896637,-50.70399,,,,,,,,,,0,,,0,0,0,,Financeiro
111,2025-01-02T07:27:00,7176,TI,Curitiba,RS,Notebook,iOS,Safari,WiFi,23,48,11,Erro no sistema de RH: congela ao gerar relatório.,Erro no sistema de RH: congela ao gerar relatório.,images/finance_report.png,738,414,Crítica,Fechado,Infra,0,0.294,6,0,-27.660899,-46.714191,,,,,,,,,,0,,,0,0,0,,RH
112,2025-01-02T07:44:00,2735,TI,São Paulo,MG,Desktop,Linux,Safari,4G,25,24,65,Problema de conectividade: apresenta erro durante exportar d...,Problema de conectividade: apresenta erro durante exportar dados.,images/default_network.png,500,333,Crítica,Aberto,Aplicações,0,-0.409,5,0,-32.534844,-43.787306,,,,,,,,,,0,,,0,0,0,,Rede
113,2025-01-02T08:01:00,6620,RH,Campinas,RS,Notebook,Android,Safari,WiFi,28,24,41,"Rede instável, falha ao acessar internet.","Rede instável, falha ao acessar internet.",images/network.png,500,342,Alta,Aberto,N1,0,0.698,6,0,-26.419181,-51.472894,,,,,,,,,,0,,,0,0,0,,Rede
114,2025-01-02T08:18:00,3623,Financeiro,Belo Horizonte,PR,Notebook,Linux,Safari,Cabo,11,24,51,Erro no SAP durante exportar dados.,Erro no SAP durante exportar dados.,images/sap_erp.png,612,344,Média,Em andamento,Aplicações,1,-0.991,3,1,-31.556949,-45.651978,,,,,,,,,,0,,,0,0,0,,Financeiro
115,2025-01-02T08:35:00,9796,Operações,Santos,MG,Desktop,iOS,Chrome,4G,31,48,41,O Sistema de tesouraria exibe tela preta ao gerar relatório.,O Sistema de tesouraria exibe tela preta ao gerar relatório.,images/finance_report.png,738,414,Baixa,Fechado,N1,1,-0.296,6,3,-27.070747,-45.043991,,,,,,,,,,0,,,0,0,0,,Financeiro
116,2025-01-02T08:52:00,3194,Financeiro,São Paulo,RJ,Notebook,Windows,Firefox,4G,9,48,50,Erro no ERP durante gerar relatório.,Erro no ERP durante gerar relatório.,images/sap_erp.png,612,344,Baixa,Fechado,Aplicações,1,-0.628,5,1,-27.751453,-48.252544,,,,,,,,,,0,,,0,0,0,,Financeiro
117,2025-01-02T09:09:00,8389,TI,Santos,SP,Notebook,Linux,Firefox,5G,35,48,64,Falha no Sistema de Notas Fiscais: fica lento ao tentar exec...,Falha no Sistema de Notas Fiscais: fica lento ao tentar executar consulta.,images/finance_report.png,738,414,Alta,Em andamento,Aplicações,1,-0.665,6,0,-25.124898,-50.916758,,,,,,,,,,0,,,0,0,0,,Software
118,2025-01-02T09:26:00,9808,Financeiro,Campinas,PR,Mobile,iOS,Chrome,WiFi,17,48,47,"Rede instável, fica lento ao acessar internet.","Rede instável, fica lento ao acessar internet.",images/network.png,500,342,Média,Fechado,N2,1,-0.795,7,1,-30.554973,-43.206805,,,,,,,,,,0,,,0,0,0,,Rede
119,2025-01-02T09:43:00,2425,RH,São Paulo,RJ,Desktop,Android,Safari,Cabo,39,8,27,A conexão de rede está apresenta erro e tela piscando.,A conexão de rede está apresenta erro e tela piscando.,images/network.png,500,342,Alta,Fechado,Infra,1,0.194,4,1,-30.272176,-46.129868,,,,,,,,,,0,,,0,0,0,,Rede
120,2025-01-02T10:00:00,9428,TI,Campinas,PR,Desktop,Android,Firefox,Cabo,15,8,42,Erro no ERP durante executar consulta.,Erro no ERP durante executar consulta.,images/sap_erp.png,612,344,Alta,Em andamento,N2,1,0.256,5,3,-28.87329,-46.827085,,,,,,,,,,0,,,0,0,0,,Financeiro
121,2025-01-02T10:17:00,7046,RH,Curitiba,MG,Mobile,Windows,Chrome,5G,40,12,9,Problema de login: reinicia sozinho ao fazer login.,Problema de login: reinicia sozinho ao fazer login.,images/login.png,500,333,Alta,Em andamento,N2,1,-0.463,6,2,-30.118469,-47.378457,,,,,,,,,,0,,,0,0,0,,Acesso
122,2025-01-02T10:34:00,1752,TI,Curitiba,SP,Desktop,Linux,Safari,5G,0,24,26,Falha de rede: perda de dados ao tentar exportar dados.,Falha de rede: perda de dados ao tentar exportar dados.,images/network.png,500,342,Baixa,Aberto,Infra,0,0.309,4,2,-32.901616,-46.521363,,,,,,,,,,0,,,0,0,0,,Rede
123,2025-01-02T10:51:00,6005,Operações,Curitiba,BA,Desktop,Windows,Chrome,Cabo,30,4,17,O placa-mãe não responde e exibe mensagem de erro.,O placa-mãe não responde e exibe mensagem de erro.,images/motherboard.png,612,408,Crítica,Aberto,N1,1,0.634,6,3,-26.235062,-48.370768,,,,,,,,,,0,,,0,0,0,,Hardware
124,2025-01-02T11:08:00,2678,TI,Santos,MG,Notebook,Linux,Safari,Cabo,9,4,68,O usuário não consegue enviar email devido a fica lento.,O usuário não consegue enviar email devido a fica lento.,images/email.png,500,333,Baixa,Em andamento,Infra,0,0.256,3,1,-23.773154,-47.000847,,,,,,,,,,0,,,0,0,0,,Acesso
125,2025-01-02T11:25:00,2646,Operações,São Paulo,RS,Mobile,iOS,Edge,5G,20,8,32,Falha no Email: fica lento ao tentar executar consulta.,Falha no Email: fica lento ao tentar executar consulta.,images/email.png,500,333,Baixa,Aberto,Infra,0,0.696,4,2,-31.560642,-47.091424,,,,,,,,,,0,,,0,0,0,,Software
126,2025-01-02T11:42:00,5842,TI,Campinas,PR,Notebook,Windows,Firefox,5G,40,48,10,Erro no sistema de RH: reinicia sozinho ao salvar arquivo.,Erro no sistema de RH: reinicia sozinho ao salvar arquivo.,images/default_hr.png,612,408,Crítica,Em andamento,N2,1,0.722,3,3,-29.817004,-46.338874,,,,,,,,,,0,,,0,0,0,,RH
127,2025-01-02T11:59:00,2106,TI,Santos,RJ,Desktop,Windows,Safari,4G,40,48,54,O usuário relatou que o fonte congela durante o uso normal.,O usuário relatou que o fonte congela durante o uso normal.,images/power_supply.png,500,375,Baixa,Aberto,N2,1,-0.833,4,0,-28.226779,-51.088345,,,,,,,,,,0,,,0,0,0,,Hardware
128,2025-01-02T12:16:00,7401,TI,Santos,BA,Notebook,Linux,Chrome,Cabo,5,24,15,Erro no Módulo de notas fiscais durante enviar email.,Erro no Módulo de notas fiscais durante enviar email.,images/email.png,500,333,Alta,Em andamento,N2,0,-0.975,6,1,-26.153654,-51.478057,,,,,,,,,,0,,,0,0,0,,Financeiro
129,2025-01-02T12:33:00,3735,Financeiro,Campinas,BA,Notebook,Windows,Chrome,4G,27,12,68,O módulo financeiro congela ao exportar dados.,O módulo financeiro congela ao exportar dados.,images/finance_report.png,738,414,Alta,Fechado,N1,1,-0.09,6,2,-33.195714,-44.592338,,,,,,,,,,0,,,0,0,0,,Financeiro
130,2025-01-02T12:50:00,5179,TI,Belo Horizonte,BA,Mobile,Windows,Firefox,WiFi,2,4,32,Problema de conectividade: superaquece durante gerar relatór...,Problema de conectividade: superaquece durante gerar relatório.,images/finance_report.png,738,414,Média,Em andamento,Aplicações,0,-0.642,6,0,-27.773774,-44.051918,,,,,,,,,,0,,,0,0,0,,Rede
131,2025-01-02T13:07:00,5067,RH,Santos,MG,Desktop,Android,Chrome,WiFi,11,8,67,Erro de compilação no SAP durante a enviar email.,Erro de compilação no SAP durante a enviar email.,images/sap_erp.png,612,344,Alta,Aberto,Aplicações,1,0.547,5,2,-30.23242,-47.624395,,,,,,,,,,0,,,0,0,0,,Software
132,2025-01-02T13:24:00,5777,Financeiro,Belo Horizonte,RJ,Notebook,Android,Safari,Cabo,34,8,20,Falha de rede: cheiro de queimado ao tentar exportar dados.,Falha de rede: cheiro de queimado ao tentar exportar dados.,images/network.png,500,342,Média,Aberto,N2,1,0.272,7,0,-23.434206,-53.085526,,,,,,,,,,0,,,0,0,0,,Rede
133,2025-01-02T13:41:00,2703,Operações,Belo Horizonte,RJ,Notebook,iOS,Chrome,Cabo,17,4,6,O usuário não consegue exportar dados devido a desliga.,O usuário não consegue exportar dados devido a desliga.,images/default_hr.png,612,408,Alta,Fechado,Infra,1,0.949,5,0,-27.4696,-48.096265,,,,,,,,,,0,,,0,0,0,,RH
134,2025-01-02T13:58:00,8126,Operações,Campinas,MG,Notebook,Android,Safari,4G,20,24,35,O usuário relatou que o monitor fica lento durante o execuçã...,O usuário relatou que o monitor fica lento durante o execução de tarefa.,images/monitor.png,500,394,Baixa,Aberto,N2,0,-0.689,5,1,-28.899722,-49.99107,,,,,,,,,,0,,,0,0,0,,Hardware
135,2025-01-02T14:15:00,4401,RH,Santos,PR,Notebook,Windows,Chrome,Cabo,19,48,6,Falha no sistema financeiro: emite beep ao salvar arquivo.,Falha no sistema financeiro: emite beep ao salvar arquivo.,images/finance_report.png,738,414,Alta,Aberto,N1,0,0.937,6,3,-28.20329,-46.395885,,,,,,,,,,0,,,0,0,0,,Financeiro
136,2025-01-02T14:32:00,7625,RH,Belo Horizonte,BA,Mobile,Linux,Chrome,5G,6,8,16,O sistema Navegador exibe reinicia sozinho ao imprimir.,O sistema Navegador exibe reinicia sozinho ao imprimir.,images/browser.png,500,333,Baixa,Aberto,N2,0,0.647,5,2,-26.319491,-43.818009,,,,,,,,,,0,,,0,0,0,,Software
137,2025-01-02T14:49:00,2228,TI,São Paulo,RJ,Mobile,iOS,Firefox,WiFi,21,4,6,Erro no ERP durante fazer login.,Erro no ERP durante fazer login.,images/sap_erp.png,612,344,Alta,Aberto,Aplicações,1,-0.008,6,3,-26.352979,-51.389209,,,,,,,,,,0,,,0,0,0,,Financeiro
138,2025-01-02T15:06:00,5585,RH,Campinas,SP,Mobile,Linux,Edge,5G,26,48,62,Falha no Sistema ERP: emite beep ao tentar exportar dados.,Falha no Sistema ERP: emite beep ao tentar exportar dados.,images/sap_erp.png,612,344,Alta,Em andamento,Aplicações,0,-0.162,3,1,-26.924777,-45.158536,,,,,,,,,,0,,,0,0,0,,Software
139,2025-01-02T15:23:00,8859,RH,Santos,RS,Mobile,Android,Safari,4G,11,4,41,O usuário não consegue importar dados devido a superaquece.,O usuário não consegue importar dados devido a superaquece.,images/default_access.png,191,165,Alta,Em andamento,N1,1,0.059,7,1,-23.18362,-52.10867,,,,,,,,,,0,,,0,0,0,,Acesso
140,2025-01-02T15:40:00,4594,RH,Santos,RJ,Desktop,Linux,Edge,4G,37,4,46,"Rede instável, superaquece ao acessar internet.","Rede instável, superaquece ao acessar internet.",images/network.png,500,342,Baixa,Em andamento,Infra,0,-0.019,3,0,-33.187769,-47.143538,,,,,,,,,,0,,,0,0,0,,Rede
141,2025-01-02T15:57:00,1011,Financeiro,Belo Horizonte,RJ,Desktop,Android,Firefox,4G,3,4,19,Erro no ERP durante gerar relatório.,Erro no ERP durante gerar relatório.,images/sap_erp.png,612,344,Crítica,Fechado,Infra,0,-0.253,7,3,-27.412418,-49.768045,,,,,,,,,,0,,,0,0,0,,Financeiro
142,2025-01-02T16:14:00,8157,RH,Santos,RJ,Mobile,Android,Firefox,Cabo,24,12,38,Falha no Sistema de RH: não funciona ao tentar gerar relatór...,Falha no Sistema de RH: não funciona ao tentar gerar relatório.,images/finance_report.png,738,414,Média,Fechado,N1,1,0.702,6,0,-31.815309,-49.949653,,,,,,,,,,0,,,0,0,0,,Software
143,2025-01-02T16:31:00,9129,Operações,Santos,BA,Desktop,Linux,Edge,4G,10,4,43,O usuário não consegue exportar dados devido a desliga.,O usuário não consegue exportar dados devido a desliga.,images/default_hr.png,612,408,Baixa,Em andamento,N2,0,0.386,3,2,-31.002428,-52.030457,,,,,,,,,,0,,,0,0,0,,RH
144,2025-01-02T16:48:00,8179,RH,Campinas,PR,Notebook,iOS,Edge,5G,6,24,29,O placa de vídeo não responde e exibe tela azul.,O placa de vídeo não responde e exibe tela azul.,images/motherboard.png,612,408,Crítica,Aberto,N1,1,-0.96,7,2,-23.426883,-52.365416,,,,,,,,,,0,,,0,0,0,,Hardware
145,2025-01-02T17:05:00,2228,TI,Santos,RS,Mobile,iOS,Chrome,5G,10,48,56,Problema de login: emite beep ao executar consulta.,Problema de login: emite beep ao executar consulta.,images/login.png,500,333,Média,Aberto,Infra,0,0.949,6,3,-26.200556,-45.951823,,,,,,,,,,0,,,0,0,0,,Acesso
